Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01705","Peas, dry","2020","2020","7021","Annual value","USD","388.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01705","Peas, dry","2021","2021","7021","Annual value","USD","419.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01705","Peas, dry","2022","2022","7021","Annual value","USD","446.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01705","Peas, dry","2023","2023","7021","Annual value","USD","522.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01242","Peas, green","2020","2020","7021","Annual value","USD","402.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01242","Peas, green","2021","2021","7021","Annual value","USD","432.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01242","Peas, green","2022","2022","7021","Annual value","USD","481.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01242","Peas, green","2023","2023","7021","Annual value","USD","556.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01651","Pepper (Piper spp.), raw","2020","2020","7021","Annual value","USD","648","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01651","Pepper (Piper spp.), raw","2021","2021","7021","Annual value","USD","677.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01651","Pepper (Piper spp.), raw","2022","2022","7021","Annual value","USD","781.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01651","Pepper (Piper spp.), raw","2023","2023","7021","Annual value","USD","880.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01359.01","Persimmons","2020","2020","7021","Annual value","USD","786.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01359.01","Persimmons","2021","2021","7021","Annual value","USD","822.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01359.01","Persimmons","2022","2022","7021","Annual value","USD","834.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01359.01","Persimmons","2023","2023","7021","Annual value","USD","1080.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01318","Pineapples","2020","2020","7021","Annual value","USD","211.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01318","Pineapples","2021","2021","7021","Annual value","USD","247.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01318","Pineapples","2022","2022","7021","Annual value","USD","253.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01318","Pineapples","2023","2023","7021","Annual value","USD","322.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01375","Pistachios, in shell","2020","2020","7021","Annual value","USD","5500.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01375","Pistachios, in shell","2021","2021","7021","Annual value","USD","4968.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01375","Pistachios, in shell","2022","2022","7021","Annual value","USD","5633.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01375","Pistachios, in shell","2023","2023","7021","Annual value","USD","5681.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2020","2020","7021","Annual value","USD","265.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2021","2021","7021","Annual value","USD","284.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2022","2022","7021","Annual value","USD","340.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01346","Plums and sloes","2023","2023","7021","Annual value","USD","398.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2020","2020","7021","Annual value","USD","152.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2021","2021","7021","Annual value","USD","153.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2022","2022","7021","Annual value","USD","192.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01321","Pomelos and grapefruits","2023","2023","7021","Annual value","USD","251.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01510","Potatoes","2020","2020","7021","Annual value","USD","362.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01510","Potatoes","2021","2021","7021","Annual value","USD","414.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01510","Potatoes","2022","2022","7021","Annual value","USD","427.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01510","Potatoes","2023","2023","7021","Annual value","USD","494.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2020","2020","7021","Annual value","USD","291.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2021","2021","7021","Annual value","USD","314.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2022","2022","7021","Annual value","USD","333.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01235","Pumpkins, squash and gourds","2023","2023","7021","Annual value","USD","393.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01342.02","Quinces","2020","2020","7021","Annual value","USD","430.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01342.02","Quinces","2021","2021","7021","Annual value","USD","450.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01342.02","Quinces","2022","2022","7021","Annual value","USD","473","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01342.02","Quinces","2023","2023","7021","Annual value","USD","781.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2020","2020","7021","Annual value","USD","333.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2021","2021","7021","Annual value","USD","360.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2022","2022","7021","Annual value","USD","580.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01443","Rape or colza seed","2023","2023","7021","Annual value","USD","676.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2020","2020","7021","Annual value","USD","1510.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2021","2021","7021","Annual value","USD","2004.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2022","2022","7021","Annual value","USD","3504.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01353.01","Raspberries","2023","2023","7021","Annual value","USD","3983.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2020","2020","7021","Annual value","USD","314","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2021","2021","7021","Annual value","USD","348.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2022","2022","7021","Annual value","USD","386.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2023","2023","7021","Annual value","USD","476.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2020","2020","7021","Annual value","USD","300.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2021","2021","7021","Annual value","USD","336.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2022","2022","7021","Annual value","USD","361.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02292","Raw milk of goats","2023","2023","7021","Annual value","USD","444.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0113","Rice","2020","2020","7021","Annual value","USD","232.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","257.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0113","Rice","2022","2022","7021","Annual value","USD","297.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0113","Rice","2023","2023","7021","Annual value","USD","330.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0116","Rye","2020","2020","7021","Annual value","USD","168.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0116","Rye","2021","2021","7021","Annual value","USD","181.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0116","Rye","2022","2022","7021","Annual value","USD","193.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0116","Rye","2023","2023","7021","Annual value","USD","241.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01446","Safflower seed","2020","2020","7021","Annual value","USD","368.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01446","Safflower seed","2021","2021","7021","Annual value","USD","402.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01446","Safflower seed","2022","2022","7021","Annual value","USD","536","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01446","Safflower seed","2023","2023","7021","Annual value","USD","633.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01921.01","Seed cotton, unginned","2020","2020","7021","Annual value","USD","621.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01921.01","Seed cotton, unginned","2021","2021","7021","Annual value","USD","902","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01921.01","Seed cotton, unginned","2022","2022","7021","Annual value","USD","795.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01921.01","Seed cotton, unginned","2023","2023","7021","Annual value","USD","899.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01444","Sesame seed","2020","2020","7021","Annual value","USD","870","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01444","Sesame seed","2021","2021","7021","Annual value","USD","1045.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01444","Sesame seed","2022","2022","7021","Annual value","USD","1043.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01444","Sesame seed","2023","2023","7021","Annual value","USD","1273.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2020","2020","7021","Annual value","USD","242.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2021","2021","7021","Annual value","USD","259.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2022","2022","7021","Annual value","USD","276.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","02941","Shorn wool, greasy, including fleece-washed shorn wool","2023","2023","7021","Annual value","USD","328.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01929.05","Sisal, raw","2021","2021","7021","Annual value","USD","564.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01929.05","Sisal, raw","2022","2022","7021","Annual value","USD","727.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01929.05","Sisal, raw","2023","2023","7021","Annual value","USD","866.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0114","Sorghum","2020","2020","7021","Annual value","USD","174.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0114","Sorghum","2021","2021","7021","Annual value","USD","250.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0114","Sorghum","2022","2022","7021","Annual value","USD","305.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0114","Sorghum","2023","2023","7021","Annual value","USD","304.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0141","Soya beans","2020","2020","7021","Annual value","USD","367.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","467","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0141","Soya beans","2022","2022","7021","Annual value","USD","469.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0141","Soya beans","2023","2023","7021","Annual value","USD","521.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01215","Spinach","2020","2020","7021","Annual value","USD","234.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01215","Spinach","2021","2021","7021","Annual value","USD","250.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01215","Spinach","2022","2022","7021","Annual value","USD","247.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01215","Spinach","2023","2023","7021","Annual value","USD","317.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01354","Strawberries","2020","2020","7021","Annual value","USD","895","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01354","Strawberries","2021","2021","7021","Annual value","USD","998.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01354","Strawberries","2022","2022","7021","Annual value","USD","1200.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01354","Strawberries","2023","2023","7021","Annual value","USD","1359.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01802","Sugar cane","2020","2020","7021","Annual value","USD","36.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01802","Sugar cane","2021","2021","7021","Annual value","USD","41.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01802","Sugar cane","2022","2022","7021","Annual value","USD","46.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01802","Sugar cane","2023","2023","7021","Annual value","USD","53.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2020","2020","7021","Annual value","USD","298.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2021","2021","7021","Annual value","USD","323.8","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2022","2022","7021","Annual value","USD","415.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2023","2023","7021","Annual value","USD","479.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2020","2020","7021","Annual value","USD","224.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2021","2021","7021","Annual value","USD","244.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2022","2022","7021","Annual value","USD","351.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01530","Sweet potatoes","2023","2023","7021","Annual value","USD","424.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2020","2020","7021","Annual value","USD","127.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2021","2021","7021","Annual value","USD","145","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2022","2022","7021","Annual value","USD","185.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01324","Tangerines, mandarins, clementines","2023","2023","7021","Annual value","USD","209.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01620","Tea leaves","2020","2020","7021","Annual value","USD","66.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01620","Tea leaves","2021","2021","7021","Annual value","USD","72.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01620","Tea leaves","2022","2022","7021","Annual value","USD","131.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01620","Tea leaves","2023","2023","7021","Annual value","USD","219","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01234","Tomatoes","2020","2020","7021","Annual value","USD","437.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01234","Tomatoes","2021","2021","7021","Annual value","USD","467.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01234","Tomatoes","2022","2022","7021","Annual value","USD","452.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01234","Tomatoes","2023","2023","7021","Annual value","USD","565.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01191","Triticale","2021","2021","7021","Annual value","USD","187.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01191","Triticale","2022","2022","7021","Annual value","USD","222.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01191","Triticale","2023","2023","7021","Annual value","USD","247.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2020","2020","7021","Annual value","USD","1800.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2021","2021","7021","Annual value","USD","1948.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2022","2022","7021","Annual value","USD","1976.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01970","Unmanufactured tobacco","2023","2023","7021","Annual value","USD","2244.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01658","Vanilla, raw","2020","2020","7021","Annual value","USD","4512.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01658","Vanilla, raw","2021","2021","7021","Annual value","USD","4712","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01658","Vanilla, raw","2022","2022","7021","Annual value","USD","5635","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01658","Vanilla, raw","2023","2023","7021","Annual value","USD","6318.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01709.01","Vetches","2020","2020","7021","Annual value","USD","37.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01709.01","Vetches","2021","2021","7021","Annual value","USD","39.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01709.01","Vetches","2022","2022","7021","Annual value","USD","41.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01709.01","Vetches","2023","2023","7021","Annual value","USD","47.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2020","2020","7021","Annual value","USD","3399.3","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2021","2021","7021","Annual value","USD","4453","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2022","2022","7021","Annual value","USD","3633.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01376","Walnuts, in shell","2023","2023","7021","Annual value","USD","3762.1","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01221","Watermelons","2020","2020","7021","Annual value","USD","171.5","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01221","Watermelons","2021","2021","7021","Annual value","USD","202.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01221","Watermelons","2022","2022","7021","Annual value","USD","226.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01221","Watermelons","2023","2023","7021","Annual value","USD","287.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0111","Wheat","2020","2020","7021","Annual value","USD","223.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","266.4","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","403.6","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","0111","Wheat","2023","2023","7021","Annual value","USD","451","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01591","Yautia","2020","2020","7021","Annual value","USD","235.9","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01591","Yautia","2021","2021","7021","Annual value","USD","259.7","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01591","Yautia","2022","2022","7021","Annual value","USD","308.2","A","Official figure"
"PP","Producer Prices","484","Mexico","5532","Producer Price (USD/tonne)","01591","Yautia","2023","2023","7021","Annual value","USD","355","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","0115","Barley","2020","2020","7021","Annual value","USD","378.3","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","539.7","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","411.6","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","0115","Barley","2023","2023","7021","Annual value","USD","462.5","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01212","Cabbages","2020","2020","7021","Annual value","USD","472.2","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01212","Cabbages","2021","2021","7021","Annual value","USD","533.3","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01212","Cabbages","2022","2022","7021","Annual value","USD","899.8","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01212","Cabbages","2023","2023","7021","Annual value","USD","721.5","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2020","2020","7021","Annual value","USD","494.7","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2021","2021","7021","Annual value","USD","575.3","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2022","2022","7021","Annual value","USD","1044.4","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01251","Carrots and turnips","2023","2023","7021","Annual value","USD","783","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2020","2020","7021","Annual value","USD","906.3","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2021","2021","7021","Annual value","USD","1421.2","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2022","2022","7021","Annual value","USD","2246.1","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01232","Cucumbers and gherkins","2023","2023","7021","Annual value","USD","1921.8","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01252","Green garlic","2020","2020","7021","Annual value","USD","2590.7","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01252","Green garlic","2021","2021","7021","Annual value","USD","2039.8","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01252","Green garlic","2022","2022","7021","Annual value","USD","4443.1","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","01252","Green garlic","2023","2023","7021","Annual value","USD","4814.3","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","21118.01","Horse meat, fresh or chilled","2022","2022","7021","Annual value","USD","2922.6","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","21118.01","Horse meat, fresh or chilled","2023","2023","7021","Annual value","USD","2776.2","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","21118.01b","Horse meat, fresh or chilled (biological)","2020","2020","7021","Annual value","USD","741.7","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","21117.01","Meat of camels, fresh or chilled","2022","2022","7021","Annual value","USD","2899.9","A","Official figure"
"PP","Producer Prices","496","Mongolia","5532","Producer Price (USD/tonne)","21117.01","Meat of camels, fresh or chilled","2023","2023","7021","Annual value","USD","2749.6","A","Official figure"
